Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Chip	Population	Collection	sig_overall
IL2_Traglia_30134952_2	165	0.0574526780028354	PC2 (5e-02)	IL2_Traglia_30134952_2-hg38.tsv.gz	Traglia	2018	30134952	IL2	Interleukin-2 (IL2) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL2_Traglia_30134952_3	166	0.27183025527185	PC12 (5e-02)	IL2_Traglia_30134952_3-hg38.tsv.gz	Traglia	2018	30134952	IL2	Interleukin-2 (IL2) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL2_Traglia_30134952_4	165	0.526198997779825	PC2 (2e-02)	IL2_Traglia_30134952_4-hg38.tsv.gz	Traglia	2018	30134952	IL2	Interleukin-2 (IL2) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL4_AholaOlli_27989323_1	566	0.406516261048912	PC12 (4e-02)	IL4_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IL4	Interleukin-4 (IL4) levels	BMK	8124	0	8124	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	No
IL4_Hoglund_31727947_1	566	0.790131421649315	PC12 (1e-01)	IL4_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IL4	Interleukin-4 (IL4) levels	BMK	188	0	188	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL4_Reales_up_1	566	0.237217452987522	PC12 (2e-02)	IL4_Reales_up_1-hg38.tsv.gz	Reales	2020	up	IL4	Interleukin-4 (IL4) levels	BMK	8312	0	8312		European (Finnish + Swedish)		No
IL4_Traglia_30134952_1	166	0.790345834032057	PC7 (2e-01)	IL4_Traglia_30134952_1-hg38.tsv.gz	Traglia	2018	30134952	IL4	Interleukin-4 (IL4) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL4_Traglia_30134952_2	165	0.987180745893883	PC11 (2e-01)	IL4_Traglia_30134952_2-hg38.tsv.gz	Traglia	2018	30134952	IL4	Interleukin-4 (IL4) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL4_Traglia_30134952_3	166	0.788004233633141	PC6 (1e-01)	IL4_Traglia_30134952_3-hg38.tsv.gz	Traglia	2018	30134952	IL4	Interleukin-4 (IL4) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL4_Traglia_30134952_4	165	0.152344310183741	PC12 (1e-02)	IL4_Traglia_30134952_4-hg38.tsv.gz	Traglia	2018	30134952	IL4	Interleukin-4 (IL4) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL5_AholaOlli_27989323_1	566	0.297470855912572	PC10 (3e-02)	IL5_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IL5	Interleukin-5 (IL5) levels	BMK	3364	0	3364	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	No
IL5_Hoglund_31727947_1	566	0.524780672649769	PC7 (7e-02)	IL5_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IL5	Interleukin-5 (IL5) levels	BMK	124	0	124	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL5_Reales_up_1	566	0.646395446408368	PC10 (2e-02)	IL5_Reales_up_1-hg38.tsv.gz	Reales	2020	up	IL5	Interleukin-5 (IL5) levels	BMK	3488	0	3488		European (Finnish + Swedish)		No
IL6RA_Enroth_25147954_1	330	0.917798652670413	PC7 (1e-01)	IL6RA_Enroth_25147954_1-hg38.tsv.gz	Enroth	2014	25147954	IL6RA	Interleukin-6 receptor A subunit (IL6RA) levels	BMK	970	0	970	Illumina Infinium HapMap300v2 BeadChip/Illumina Human OmniExpress BeadChip	European (Sweden)		Filtered
IL6RA_Folkersen_33067605_1	425	0.00423832659072722	PC3 (3e-03)	IL6RA_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	IL6RA	Interleukin-6 receptor A subunit (IL6RA) levels	BMK	21758	0	21758	Multiple (see paper)	European		Filtered
IL6_AholaOlli_27989323_1	566	0.722833918677533	PC12 (1e-01)	IL6_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IL6	Interleukin-6 (IL6) levels	BMK	8190	0	8190	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	No
IL6_Folkersen_33067605_1	481	0.00823906574814039	PC3 (2e-03)	IL6_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	IL6	Interleukin-6 (IL6) levels	BMK	21758	0	21758	Multiple (see paper)	European		No
IL6_Hoglund_31727947_1	566	0.115673739445462	PC9 (5e-03)	IL6_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IL6	Interleukin-6 (IL6) levels	BMK	849	0	849	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL6_Hoglund_31727947_2	566	0.0488298310701394	PC3 (8e-03)	IL6_Hoglund_31727947_2-hg38.tsv.gz	Hoglund	2020	31727947	IL6	Interleukin-6 (IL6) levels	BMK	918	0	918	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL6_Reales_up_1	566	0.893243341052352	PC12 (1e-01)	IL6_Reales_up_1-hg38.tsv.gz	Reales	2020	up	IL6	Interleukin-6 (IL6) levels	BMK	9108	0	9108		European (Finnish + Swedish)		No
IL6_Traglia_30134952_1	166	0.972651259185699	PC5 (2e-01)	IL6_Traglia_30134952_1-hg38.tsv.gz	Traglia	2018	30134952	IL6	Interleukin-6 (IL6) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL6_Traglia_30134952_2	165	0.0198162420714749	PC11 (2e-03)	IL6_Traglia_30134952_2-hg38.tsv.gz	Traglia	2018	30134952	IL6	Interleukin-6 (IL6) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL6_Traglia_30134952_3	166	0.38593914310807	PC13 (5e-02)	IL6_Traglia_30134952_3-hg38.tsv.gz	Traglia	2018	30134952	IL6	Interleukin-6 (IL6) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL6_Traglia_30134952_4	165	0.635909149840105	PC2 (4e-02)	IL6_Traglia_30134952_4-hg38.tsv.gz	Traglia	2018	30134952	IL6	Interleukin-6 (IL6) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL7_AholaOlli_27989323_1	566	0.423523045831014	PC7 (6e-03)	IL7_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IL7	Interleukin-7 (IL7) levels	BMK	3409	0	3409	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	No
IL7_Hoglund_31727947_1	566	0.681933484727493	PC5 (6e-02)	IL7_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IL7	Interleukin-7 (IL7) levels	BMK	801	0	801	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL7_Reales_up_1	566	0.145058310957295	PC7 (2e-03)	IL7_Reales_up_1-hg38.tsv.gz	Reales	2020	up	IL7	Interleukin-7 (IL7) levels	BMK	4210	0	4210		European (Finnish + Swedish)		No
IL7_Traglia_30134952_1	166	0.668868172107241	PC4 (1e-01)	IL7_Traglia_30134952_1-hg38.tsv.gz	Traglia	2018	30134952	IL7	Interleukin-7 (IL7) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL7_Traglia_30134952_4	165	0.233706577610281	PC3 (2e-02)	IL7_Traglia_30134952_4-hg38.tsv.gz	Traglia	2018	30134952	IL7	Interleukin-7 (IL7) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL8_AholaOlli_27989323_1	566	0.515613746298632	PC12 (7e-02)	IL8_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	3526	0	3526	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	No
IL8_Folkersen_33067605_1	441	0.136533550828816	PC11 (3e-02)	IL8_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	21758	0	21758	Multiple (see paper)	European		Filtered
IL8_Hoglund_31727947_1	566	0.0807798241194188	PC11 (4e-02)	IL8_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	871	0	871	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL8_Hoglund_31727947_2	566	0.00901418427868081	PC9 (9e-03)	IL8_Hoglund_31727947_2-hg38.tsv.gz	Hoglund	2020	31727947	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	928	0	928	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IL8_Reales_up_1	566	0.122750754605908	PC12 (3e-02)	IL8_Reales_up_1-hg38.tsv.gz	Reales	2020	up	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	4454	0	4454		European (Finnish + Swedish)		No
IL8_Traglia_30134952_1	166	0.797690334756683	PC8 (2e-01)	IL8_Traglia_30134952_1-hg38.tsv.gz	Traglia	2018	30134952	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL8_Traglia_30134952_2	165	0.267692231239001	PC11 (1e-02)	IL8_Traglia_30134952_2-hg38.tsv.gz	Traglia	2018	30134952	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL8_Traglia_30134952_3	166	0.838363159970645	PC1 (2e-01)	IL8_Traglia_30134952_3-hg38.tsv.gz	Traglia	2018	30134952	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL8_Traglia_30134952_4	165	0.591232647237204	PC2 (4e-02)	IL8_Traglia_30134952_4-hg38.tsv.gz	Traglia	2018	30134952	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IL9_AholaOlli_27989323_1	566	0.889389392926693	PC11 (1e-01)	IL9_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IL9	Interleukin-9 (IL9) levels	BMK	3634	0	3634	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	No
ILD_ENDPOINTS_FinnGen_FinnGenR5_1	561	6.9309501911001e-84	PC3 (3e-36)	ILD_ENDPOINTS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ILD_ENDPOINTS	Interstitial lung disease endpoints (FinnGen)	OTH	196986	21806	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
ILD_FinnGen_FinnGenR5_1	561	0.0679017803763134	PC5 (4e-02)	ILD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ILD	Interstitial lung disease	OTH	196986	1969	198955	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ILD_INSUFFICIENCY_FinnGen_FinnGenR5_1	561	0.00535173461020003	PC13 (9e-03)	ILD_INSUFFICIENCY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ILD_INSUFFICIENCY	ILD-related respiratory insufficiency (FinnGen)	OTH	196986	934	197920	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ILD_SYST_AUTO_FinnGen_FinnGenR5_1	561	0.0117984982892474	PC13 (1e-02)	ILD_SYST_AUTO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	ILD_SYST_AUTO	ILD related to systemic autoimmune disease (FinnGen)	OTH	196986	411	197397	Illumina and Affymetrix	European (Finnish)	FinnGen	No
ILD_Sakaue_doi1011012020102320213652_1	534	0.823600031124421	PC10 (4e-01)	ILD_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	ILD	Interstitial lung disease	OTH	176974	1046	178020	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
ILEUS_Sakaue_doi1011012020102320213652_1	534	0.966457207124391	PC10 (2e-01)	ILEUS_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	ILEUS	Ileus	OTH	176232	1771	178003	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
IMSUPR_Sakaue_doi1011012020102320213652_1	534	0.000752569136850718	PC4 (2e-01)	IMSUPR_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	IMSUPR	Immunosuppressants	OTH	175243	3483	178726	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
IM_Tian_28928442_1	565	0.0316013689741378	PC12 (9e-03)	IM_Tian_28928442_1-hg38.tsv.gz	Tian	2017	28928442	IM	Mononucleosis	INF	68446	17457	85903		European		No
INCERHEMO_Sakaue_doi1011012020102320213652_1	534	0.870662860172808	PC1 (4e-01)	INCERHEMO_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	INCERHEMO	Intracerebral hemorrhage	OTH	152022	1456	153478	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
INCREASEDMUSCLETONE_FinnGen_FinnGenR5_1	561	0.108304862288909	PC4 (1e-02)	INCREASEDMUSCLETONE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	INCREASEDMUSCLETONE	Increased muscle tone (FinnGen)	OTH	218700	92	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
INFLUENZA_FinnGen_FinnGenR5_1	561	0.196930636145031	PC4 (4e-02)	INFLUENZA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	INFLUENZA	All influenza (not pneumonia) (FinnGen)	INF	188868	2676	191544	Illumina and Affymetrix	European (Finnish)	FinnGen	No
INSOMNIA_Sakaue_doi1011012020102320213652_1	534	0.683726663898501	PC6 (2e-01)	INSOMNIA_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	INSOMNIA	Insomnia	OTH	177864	389	178253	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
INS_Kubo_BBJ_1	529	0.403256015131689	PC8 (3e-01)	INS_Kubo_BBJ_1-hg38.tsv.gz	Kubo	2020	BBJ	INS	Idiopathic Nephrotic Syndrome	IMD	211496	957	212453	HumanOmniExpress / HumanExome / OmniExpressExome BeadChip kit	East Asian (Japanese)	Biobank Japan	No
INV_VENT_FinnGen_FinnGenR5_1	561	0.800676305197984	PC13 (1e-01)	INV_VENT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	INV_VENT	Invasive ventilation (FinnGen)	OTH	217231	625	217856	Illumina and Affymetrix	European (Finnish)	FinnGen	No
IP10_AholaOlli_27989323_1	566	0.000330857652459498	PC3 (6e-07)	IP10_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	3685	0	3685	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	Yes
IP10_Enroth_25147954_1	330	0.439377908186726	PC9 (1e-01)	IP10_Enroth_25147954_1-hg38.tsv.gz	Enroth	2014	25147954	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	970	0	970	Illumina Infinium HapMap300v2 BeadChip/Illumina Human OmniExpress BeadChip	European (Sweden)		Filtered
IP10_Hoglund_31727947_1	566	0.858010579137482	PC6 (1e-01)	IP10_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	871	0	871	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IP10_Hoglund_31727947_2	566	0.478739728395456	PC7 (3e-02)	IP10_Hoglund_31727947_2-hg38.tsv.gz	Hoglund	2020	31727947	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	928	0	928	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IP10_Reales_up_1	330	0.00926639364349799	PC3 (1e-03)	IP10_Reales_up_1-hg38.tsv.gz	Reales	2020	up	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	4655	0	4655		European (Finnish + Swedish)		Filtered
IP10_Traglia_30134952_1	166	0.693767421690254	PC13 (2e-01)	IP10_Traglia_30134952_1-hg38.tsv.gz	Traglia	2018	30134952	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IP10_Traglia_30134952_2	165	0.457296841709789	PC3 (7e-02)	IP10_Traglia_30134952_2-hg38.tsv.gz	Traglia	2018	30134952	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IP10_Traglia_30134952_3	166	0.0295361453469008	PC12 (1e-02)	IP10_Traglia_30134952_3-hg38.tsv.gz	Traglia	2018	30134952	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IP10_Traglia_30134952_4	165	0.914801781107236	PC1 (8e-02)	IP10_Traglia_30134952_4-hg38.tsv.gz	Traglia	2018	30134952	IP10	C-X-C motif chemokine 10, Interferon gamma-induced protein 10 (CXCL10, IP-10) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IP9_Hoglund_31727947_1	566	0.180209583599169	PC6 (2e-03)	IP9_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	IP9	C-X-C motif chemokine 11 (CXCL11, I-TAC, IP-9) levels	BMK	871	0	871	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IP9_Hoglund_31727947_2	566	0.539067579816657	PC10 (3e-02)	IP9_Hoglund_31727947_2-hg38.tsv.gz	Hoglund	2020	31727947	IP9	C-X-C motif chemokine 11 (CXCL11, I-TAC, IP-9) levels	BMK	928	0	928	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
IP9_Traglia_30134952_2	165	0.727462343011141	PC6 (1e-01)	IP9_Traglia_30134952_2-hg38.tsv.gz	Traglia	2018	30134952	IP9	C-X-C motif chemokine 11 (CXCL11, I-TAC, IP-9) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IP9_Traglia_30134952_3	166	0.261044992040287	PC12 (2e-02)	IP9_Traglia_30134952_3-hg38.tsv.gz	Traglia	2018	30134952	IP9	C-X-C motif chemokine 11 (CXCL11, I-TAC, IP-9) levels	BMK	790	0	790		Trans-ethnic (North America)		Filtered
IPF_FinnGen_FinnGenR5_1	561	0.108524203024224	PC1 (2e-02)	IPF_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	IPF	Idiopathic pulmonary fibrosis (attempt to specificity) (FinnGen)	OTH	196986	1028	198014	Illumina and Affymetrix	European (Finnish)	FinnGen	No
IRITIS_Sakaue_doi1011012020102320213652_1	534	0.751438071583883	PC9 (3e-01)	IRITIS_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	IRITIS	Iritis	IMD	175543	110	175653	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
IS_Sakaue_doi1011012020102320213652_1	534	0.81788056518294	PC6 (5e-02)	IS_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	IS	Ischemic stroke	OTH	152022	22664	174686	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
ITP_Sakaue_doi1011012020102320213652_1	534	0.0796336118718867	PC13 (3e-03)	ITP_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	ITP	Idiopathic thrombocytopenic purpura	IMD	178558	168	178726	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
IVAIGG_Scepanovic_30053915_1	559	0.110695544267677	PC1 (2e-03)	IVAIGG_Scepanovic_30053915_1-hg38.tsv.gz	Scepanovic	2018	30053915	IVAIGG	Anti-influenza A virus IgG measurement	BMK	777	0	777	HumanOmniExpress-24 BeadChip(Illumina)	European (France)		No
IVA_Scepanovic_30053915_1	559	0.904956657460608	PC8 (2e-01)	IVA_Scepanovic_30053915_1-hg38.tsv.gz	Scepanovic	2018	30053915	IVA	Influenza A seropositivity	INF	223	777	1000	HumanOmniExpress-24 BeadChip(Illumina)	European (France)		No
J10_ABSCLUNGPNEUMO_FinnGen_FinnGenR5_1	561	0.969590154898237	PC12 (1e-01)	J10_ABSCLUNGPNEUMO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ABSCLUNGPNEUMO	Abscess of lung (FinnGen)	INF	218125	170	218295	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_ACUTELOWERNAS_FinnGen_FinnGenR5_1	561	0.0689334507162862	PC13 (2e-03)	J10_ACUTELOWERNAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection (FinnGen)	INF	208689	2272	210961	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_ACUTEUPPERINFEC_FinnGen_FinnGenR5_1	561	0.12772477452631	PC12 (1e-02)	J10_ACUTEUPPERINFEC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites (FinnGen)	INF	182945	17920	200865	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_ARDS_FinnGen_FinnGenR5_1	561	0.269664135237667	PC10 (3e-02)	J10_ARDS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ARDS	Adult respiratory distress syndrome (FinnGen)	OTH	216363	165	216528	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_ASBESTPNEUMOC_FinnGen_FinnGenR5_1	561	0.0303202979554777	PC5 (1e-04)	J10_ASBESTPNEUMOC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres (FinnGen)	OTH	216866	235	217101	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_ASTHMACOPDKELA_FinnGen_FinnGenR5_1	561	9.49831590412757e-97	PC13 (1e-77)	J10_ASTHMACOPDKELA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASTHMACOPDKELA	Asthma/COPD (KELA buy) (FinnGen)	IMD	186723	21444	208167	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_ASTHMA_EXMORE_FinnGen_FinnGenR5_1	561	2.20668341840291e-71	PC13 (1e-62)	J10_ASTHMA_EXMORE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASTHMA_EXMORE	Asthma (more controls excluded) (FinnGen)	IMD	131051	20629	151680	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_ASTHMA_FinnGen_FinnGenR5_1	561	5.32696991488537e-71	PC13 (6e-63)	J10_ASTHMA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASTHMA	Asthma (FinnGen)	IMD	135449	20629	156078	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_ASTHMA_INCLAVO_FinnGen_FinnGenR5_1	561	1.40780819462601e-72	PC13 (2e-62)	J10_ASTHMA_INCLAVO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASTHMA_INCLAVO	Asthma, including avohilmo (FinnGen)	IMD	196548	22244	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_ASTHMA_MAIN_EXMORE_FinnGen_FinnGenR5_1	561	1.15001726763691e-65	PC13 (7e-57)	J10_ASTHMA_MAIN_EXMORE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASTHMA_MAIN_EXMORE	Asthma, main (more controls excluded) (FinnGen)	IMD	131051	17438	148489	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_ASTHMA_MAIN_FinnGen_FinnGenR5_1	561	9.41613742712494e-66	PC13 (2e-57)	J10_ASTHMA_MAIN_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_ASTHMA_MAIN	Asthma,main (FinnGen)	IMD	135449	17438	152887	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_BRONCHIECTASIS_FinnGen_FinnGenR5_1	561	0.0439452666608219	PC12 (4e-02)	J10_BRONCHIECTASIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_BRONCHIECTASIS	Bronchiectasis (FinnGen)	OTH	186723	1107	187830	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_BRONCHIOLITIS_FinnGen_FinnGenR5_1	561	0.0276909737816596	PC13 (2e-02)	J10_BRONCHIOLITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_BRONCHIOLITIS	Acute bronchiolitis (FinnGen)	INF	208689	976	209665	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_BRONCHITIS_FinnGen_FinnGenR5_1	561	0.0355310244268253	PC13 (8e-04)	J10_BRONCHITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_BRONCHITIS	Acute bronchitis (FinnGen)	INF	208689	7338	216027	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_BRONCHNAS_FinnGen_FinnGenR5_1	561	0.0416793008242855	PC2 (2e-02)	J10_BRONCHNAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_BRONCHNAS	Unspecified chronic bronchitis (FinnGen)	IMD	186723	459	187182	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_BRONCH_FinnGen_FinnGenR5_1	561	0.00182264190481987	PC13 (2e-04)	J10_BRONCH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_BRONCH	Bronchitis, not specified as acute or chronic (FinnGen)	INF	186723	1533	188256	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_CHEMGASRESP_FinnGen_FinnGenR5_1	561	0.394792486381092	PC9 (5e-02)	J10_CHEMGASRESP_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_CHEMGASRESP	Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours (FinnGen)	OTH	216866	127	216993	Illumina and Affymetrix	European (Finnish)	FinnGen	No
