"File_ID"	"First_Author"	"Year"	"Reference"	"Trait_ID_2.0"	"Trait_long"	"Trait_class"	"N0"	"N1"	"N"	"URL"	"Chip"	"Population"	"Collection"	"Retrieval_date"	"Public"	"Notes"	"Trait"
"ST19_INJURI_HEAD_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_HEAD"	"Injuries to the head (FinnGen)"	"OTH"	196254	22538	218792	"***REMOVED***finngen_R5_ST19_INJURI_HEAD.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_HEAD_FinnGen_FinnGenR5_1"
"ST19_INJURI_HIP_THIGH_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_HIP_THIGH"	"Injuries to the hip and thigh (FinnGen)"	"OTH"	211460	7332	218792	"***REMOVED***finngen_R5_ST19_INJURI_HIP_THIGH.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_HIP_THIGH_FinnGen_FinnGenR5_1"
"ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS"	"Injuries involving multiple body regions (FinnGen)"	"OTH"	218350	442	218792	"***REMOVED***finngen_R5_ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS_FinnGen_FinnGenR5_1"
"ST19_INJURI_KNEE_LOWER_LEG_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_KNEE_LOWER_LEG"	"Injuries to the knee and lower leg (FinnGen)"	"OTH"	191178	27614	218792	"***REMOVED***finngen_R5_ST19_INJURI_KNEE_LOWER_LEG.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_KNEE_LOWER_LEG_FinnGen_FinnGenR5_1"
"ST19_INJURI_NECK_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_NECK"	"Injuries to the neck (FinnGen)"	"OTH"	215476	3316	218792	"***REMOVED***finngen_R5_ST19_INJURI_NECK.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_NECK_FinnGen_FinnGenR5_1"
"ST19_INJURI_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_SHOUL_UPPER_ARM"	"Injuries to the shoulder and upper arm (FinnGen)"	"OTH"	202866	15926	218792	"***REMOVED***finngen_R5_ST19_INJURI_SHOUL_UPPER_ARM.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1"
"ST19_INJURI_THORAX_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_THORAX"	"Injuries to the thorax (FinnGen)"	"OTH"	211861	6931	218792	"***REMOVED***finngen_R5_ST19_INJURI_THORAX.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_THORAX_FinnGen_FinnGenR5_1"
"ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION"	"Injuries to unspecified part of trunk, limb or body region (FinnGen)"	"OTH"	217755	1037	218792	"***REMOVED***finngen_R5_ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION_FinnGen_FinnGenR5_1"
"ST19_INJURI_WRIST_HAND_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURI_WRIST_HAND"	"Injuries to the wrist and hand (FinnGen)"	"OTH"	199036	19756	218792	"***REMOVED***finngen_R5_ST19_INJURI_WRIST_HAND.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURI_WRIST_HAND_FinnGen_FinnGenR5_1"
"ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL"	"Injury of blood vessels at wrist and hand level (FinnGen)"	"OTH"	199036	90	199126	"***REMOVED***finngen_R5_ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_CRANIAL_NERVES_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_CRANIAL_NERVES"	"Injury of cranial nerves (FinnGen)"	"OTH"	196254	81	196335	"***REMOVED***finngen_R5_ST19_INJURY_CRANIAL_NERVES.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_CRANIAL_NERVES_FinnGen_FinnGenR5_1"
"ST19_INJURY_EYE_ORBIT_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_EYE_ORBIT"	"Injury of eye and orbit (FinnGen)"	"OTH"	196254	2280	198534	"***REMOVED***finngen_R5_ST19_INJURY_EYE_ORBIT.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_EYE_ORBIT_FinnGen_FinnGenR5_1"
"ST19_INJURY_INTRA_AB_ORGANS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_INTRA_AB_ORGANS"	"Injury of intra-abdominal organs (FinnGen)"	"OTH"	212839	339	213178	"***REMOVED***finngen_R5_ST19_INJURY_INTRA_AB_ORGANS.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_INTRA_AB_ORGANS_FinnGen_FinnGenR5_1"
"ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL"	"Injury of muscle and tendon at ankle and foot level (FinnGen)"	"OTH"	206804	303	207107	"***REMOVED***finngen_R5_ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL"	"Injury of muscle and tendon at forearm level (FinnGen)"	"OTH"	205768	264	206032	"***REMOVED***finngen_R5_ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL"	"Injury of muscle and tendon at hip and thigh level (FinnGen)"	"OTH"	211460	1044	212504	"***REMOVED***finngen_R5_ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL"	"Injury of muscle and tendon at lower leg level (FinnGen)"	"OTH"	191178	2205	193383	"***REMOVED***finngen_R5_ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL"	"Injury of muscle and tendon at shoulder and upper arm level (FinnGen)"	"OTH"	202866	5637	208503	"***REMOVED***finngen_R5_ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL"	"Injury of muscle and tendon at wrist and hand level (FinnGen)"	"OTH"	199036	2180	201216	"***REMOVED***finngen_R5_ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL"	"Injury of nerves at ankle and foot level (FinnGen)"	"OTH"	206804	85	206889	"***REMOVED***finngen_R5_ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_NERVES_FOREA_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_NERVES_FOREA_LEVEL"	"Injury of nerves at forearm level (FinnGen)"	"OTH"	205768	172	205940	"***REMOVED***finngen_R5_ST19_INJURY_NERVES_FOREA_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_NERVES_FOREA_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_NERVES_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_NERVES_LOWER_LEG_LEVEL"	"Injury of nerves at lower leg level (FinnGen)"	"OTH"	191178	134	191312	"***REMOVED***finngen_R5_ST19_INJURY_NERVES_LOWER_LEG_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_NERVES_LOWER_LEG_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL"	"Injury of nerves at shoulder and upper arm level (FinnGen)"	"OTH"	202866	129	202995	"***REMOVED***finngen_R5_ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL"	"Injury of nerves and spinal cord at neck level (FinnGen)"	"OTH"	215476	254	215730	"***REMOVED***finngen_R5_ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_NERVES_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_NERVES_WRIST_HAND_LEVEL"	"Injury of nerves at wrist and hand level (FinnGen)"	"OTH"	199036	553	199589	"***REMOVED***finngen_R5_ST19_INJURY_NERVES_WRIST_HAND_LEVEL.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_NERVES_WRIST_HAND_LEVEL_FinnGen_FinnGenR5_1"
"ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS"	"Injury of other and unspecified intrathoracic organs (FinnGen)"	"OTH"	211861	832	212693	"***REMOVED***finngen_R5_ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS_FinnGen_FinnGenR5_1"
"ST19_INJURY_UNSPE_BODY_REGION_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_UNSPE_BODY_REGION"	"Injury of unspecified body region (FinnGen)"	"OTH"	217755	758	218513	"***REMOVED***finngen_R5_ST19_INJURY_UNSPE_BODY_REGION.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_UNSPE_BODY_REGION_FinnGen_FinnGenR5_1"
"ST19_INJURY_URINARY_PELVIC_ORGANS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INJURY_URINARY_PELVIC_ORGANS"	"Injury of urinary and pelvic organs (FinnGen)"	"OTH"	212839	258	213097	"***REMOVED***finngen_R5_ST19_INJURY_URINARY_PELVIC_ORGANS.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INJURY_URINARY_PELVIC_ORGANS_FinnGen_FinnGenR5_1"
"ST19_INTRACRATRAUMA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INTRACRATRAUMA"	"Intracranial trauma (FinnGen)"	"OTH"	136576	13165	149741	"***REMOVED***finngen_R5_ST19_INTRACRATRAUMA.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INTRACRATRAUMA_FinnGen_FinnGenR5_1"
"ST19_INTRACR_INJURY_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_INTRACR_INJURY"	"Intracranial injury (FinnGen)"	"OTH"	196254	9914	206168	"***REMOVED***finngen_R5_ST19_INTRACR_INJURY.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_INTRACR_INJURY_FinnGen_FinnGenR5_1"
"ST19_MALTR_SYNDR_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_MALTR_SYNDR"	"Maltreatment syndromes (FinnGen)"	"OTH"	214469	679	215148	"***REMOVED***finngen_R5_ST19_MALTR_SYNDR.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_MALTR_SYNDR_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS"	"Open wound of abdomen, lower back and pelvis (FinnGen)"	"OTH"	212839	415	213254	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_ANKLE_FOOT_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_ANKLE_FOOT"	"Open wound of ankle and foot (FinnGen)"	"OTH"	206804	1291	208095	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_ANKLE_FOOT.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_ANKLE_FOOT_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_FOREA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_FOREA"	"Open wound of forearm (FinnGen)"	"OTH"	205768	1174	206942	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_FOREA.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_FOREA_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_HEAD_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_HEAD"	"Open wound of head (FinnGen)"	"OTH"	196254	8126	204380	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_HEAD.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_HEAD_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_HIP_THIGH_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_HIP_THIGH"	"Open wound of hip and thigh (FinnGen)"	"OTH"	211460	419	211879	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_HIP_THIGH.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_HIP_THIGH_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_LOWER_LEG_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_LOWER_LEG"	"Open wound of lower leg (FinnGen)"	"OTH"	191178	1830	193008	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_LOWER_LEG.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_LOWER_LEG_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_NECK_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_NECK"	"Open wound of neck (FinnGen)"	"OTH"	215476	119	215595	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_NECK.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_NECK_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_SHOUL_UPPER_ARM"	"Open wound of shoulder and upper arm (FinnGen)"	"OTH"	202866	231	203097	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_SHOUL_UPPER_ARM.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_SHOUL_UPPER_ARM_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_THORAX_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_THORAX"	"Open wound of thorax (FinnGen)"	"OTH"	211861	222	212083	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_THORAX.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_THORAX_FinnGen_FinnGenR5_1"
"ST19_OPEN_WOUND_WRIST_HAND_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OPEN_WOUND_WRIST_HAND"	"Open wound of wrist and hand (FinnGen)"	"OTH"	199036	7006	206042	"***REMOVED***finngen_R5_ST19_OPEN_WOUND_WRIST_HAND.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OPEN_WOUND_WRIST_HAND_FinnGen_FinnGenR5_1"
"ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED"	"Other complications of surgical and medical care, not elsewhere classified (FinnGen)"	"OTH"	199271	1093	200364	"***REMOVED***finngen_R5_ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED_FinnGen_FinnGenR5_1"
"ST19_OTHER_INJURI_UPPER_LIMB_LEVEL_UNSPE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OTHER_INJURI_UPPER_LIMB_LEVEL_UNSPE"	"Other injuries of upper limb, level unspecified (FinnGen)"	"OTH"	217755	103	217858	"***REMOVED***finngen_R5_ST19_OTHER_INJURI_UPPER_LIMB_LEVEL_UNSPE.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OTHER_INJURI_UPPER_LIMB_LEVEL_UNSPE_FinnGen_FinnGenR5_1"
"ST19_OTHER_SPECIFE_INJURI_HIP_THIGH1_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OTHER_SPECIFE_INJURI_HIP_THIGH1"	"Other and specified injuries of hip and thigh (FinnGen)"	"OTH"	211460	227	211687	"***REMOVED***finngen_R5_ST19_OTHER_SPECIFE_INJURI_HIP_THIGH1.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OTHER_SPECIFE_INJURI_HIP_THIGH1_FinnGen_FinnGenR5_1"
"ST19_OTHER_UNSPE_EFFEC_EXTER_CAUSES_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"ST19_OTHER_UNSPE_EFFEC_EXTER_CAUSES"	"Other and unspecified effects of external causes (FinnGen)"	"OTH"	214469	4323	218792	"***REMOVED***finngen_R5_ST19_OTHER_UNSPE_EFFEC_EXTER_CAUSES.gz"	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	2021-05-19T00:00:00Z	"Y"	"Filtered by the 300k SNPs manifest to save space"	"ST19_OTHER_UNSPE_EFFEC_EXTER_CAUSES_FinnGen_FinnGenR5_1"
