Trait	PC	Delta	Var.Delta	P	First_Author	Trait_ID_2.0	Trait_long	Trait_class	Population	Label	FDR.PC	stars
EGPAANCAn_Lyons_31719529_1	PC9	-0.0249551480113851	0.000109935743559778	0.0173091022612684	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.0925745244535254	""
EGPAANCAn_Lyons_31719529_1	PC10	-8.37946958811312e-05	0.000134988642169544	0.994245544828834	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.995058871913097	""
EGPAANCAn_Lyons_31719529_1	PC11	-0.0262220844853818	0.00010192608416092	0.00939558497456349	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.081314517234404	""
EGPAANCAn_Lyons_31719529_1	PC12	0.0167578333789805	0.000100630595648441	0.0948156385938595	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.19708403480645	""
EGPAANCAn_Lyons_31719529_1	PC13	0.08939185541658	0.00011227739378974	3.27553662192789e-17	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	2.43618036255887e-16	●
EGPAMPO_Lyons_31719529_1	PC1	0.0266127089648714	0.00027036253695671	0.105552379583865	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.210221475656568	""
EGPAMPO_Lyons_31719529_1	PC2	-0.0170104070903438	0.000250722555132403	0.28269663625983	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.63475574766802	""
EGPAMPO_Lyons_31719529_1	PC3	-0.0193818510937582	0.000237756517299183	0.208760175814819	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.346891991581874	""
EGPAMPO_Lyons_31719529_1	PC4	0.00312137717290306	0.00024655310369903	0.842428279380876	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.977990625417962	""
EGPAMPO_Lyons_31719529_1	PC5	0.0184767766332916	0.000214175926568523	0.206759000849578	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.42718695181399	""
EGPAMPO_Lyons_31719529_1	PC6	-0.0402714530663229	0.000211707143732061	0.00564417732387529	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.0378398367065442	○
EGPAMPO_Lyons_31719529_1	PC7	-0.0224299295133884	0.000203860267142087	0.116194892008873	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.398841876364096	""
EGPAMPO_Lyons_31719529_1	PC8	-0.020079960093895	0.00023230020053188	0.18768385576472	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.364642919771456	""
EGPAMPO_Lyons_31719529_1	PC9	-0.0148151761952559	0.000234875432712261	0.333698139162079	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.675916230813403	""
EGPAMPO_Lyons_31719529_1	PC10	0.00572857325133155	0.000288543576075889	0.735934999558943	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.943038291133123	""
EGPAMPO_Lyons_31719529_1	PC11	-0.00638301200421513	0.000217259511300193	0.664979735975019	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.862480529493485	""
EGPAMPO_Lyons_31719529_1	PC12	0.0138403992876167	0.000214380454171321	0.344520882262289	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	0.518350514621284	""
EGPAMPO_Lyons_31719529_1	PC13	0.073992958965258	0.000240108703529272	1.79578993548258e-06	Lyons	EGPAMPO	MPO+ EGPA	IMD	European	MPO+ EGPA	6.67809382257584e-06	●
EGPA_Lyons_31719529_1	PC1	0.0242212039205782	8.00919098811604e-05	0.00680050447078227	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.0189300592286103	○
EGPA_Lyons_31719529_1	PC2	-0.00761025755126761	7.44110052068054e-05	0.377653598070496	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.724953234682294	""
EGPA_Lyons_31719529_1	PC3	-0.00564641767871593	7.04823993633686e-05	0.501225653717008	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.660895875815224	""
EGPA_Lyons_31719529_1	PC4	-0.000867392914303423	7.31284981186165e-05	0.919207988575071	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.986412647084448	""
EGPA_Lyons_31719529_1	PC5	0.0246950618601601	6.35696657004222e-05	0.00195283282769042	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.0103283158442293	○
EGPA_Lyons_31719529_1	PC6	-0.0182083971372157	6.2984814201035e-05	0.0217721852925597	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.1126473934702	""
EGPA_Lyons_31719529_1	PC7	-0.0288699098091114	6.05911627172877e-05	0.000208192082796429	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.0043086709309174	●
EGPA_Lyons_31719529_1	PC8	-0.0086653443765709	6.88632802080359e-05	0.296383652372891	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.503852209033915	""
EGPA_Lyons_31719529_1	PC9	-0.0197976826455156	6.96609994317742e-05	0.0176908293811702	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.0935648309493002	""
EGPA_Lyons_31719529_1	PC10	0.000563034791038267	8.55516188126355e-05	0.95146075316333	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.995058871913097	""
EGPA_Lyons_31719529_1	PC11	-0.019468644175997	6.45945955284413e-05	0.0154203194718761	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.109553314456911	""
EGPA_Lyons_31719529_1	PC12	0.0133933397849721	6.3716628561033e-05	0.0933693240023201	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	0.196653974447365	""
EGPA_Lyons_31719529_1	PC13	0.0779290574660404	7.12123717669e-05	2.59067041658825e-20	Lyons	EGPA	Eosinophilic Granulomatosis with Polyangiitis	IMD	European	Eosinophilic Granulomatosis with Polyangiitis	2.37145984287694e-19	●
EOE_Chang_34506852_1	PC1	-0.0180345613240588	2.77893715899134e-05	0.00062367580468473	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.0021990346891106	●
EOE_Chang_34506852_1	PC2	0.0064152639331008	2.5250734944938e-05	0.201719956779356	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.533437219038741	""
EOE_Chang_34506852_1	PC3	-0.00238277758478438	2.42498955726146e-05	0.628478232890086	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.779051142853336	""
EOE_Chang_34506852_1	PC4	0.00805041271347059	2.54493163302124e-05	0.110532119925064	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.351044863869725	""
EOE_Chang_34506852_1	PC5	0.00637158474732766	2.25356755398048e-05	0.179536226770537	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.384542493084625	""
EOE_Chang_34506852_1	PC6	0.0116913389916047	2.22446210164531e-05	0.0131803559871677	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.0746886839272836	""
EOE_Chang_34506852_1	PC7	-0.0226155109149351	2.08837073173219e-05	7.46606184546364e-07	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	4.95106144319029e-05	●
EOE_Chang_34506852_1	PC8	0.00221058339604369	2.34071073841006e-05	0.647733946234985	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.804424336351969	""
EOE_Chang_34506852_1	PC9	-0.00698477822558396	2.42842665035156e-05	0.156368208262824	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.456622540937675	""
EOE_Chang_34506852_1	PC10	-0.00510923468429289	2.92958564896272e-05	0.345191021798236	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.702183446051112	""
EOE_Chang_34506852_1	PC11	-0.00412012099740258	2.24189113425689e-05	0.384209036203224	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.693414185210664	""
EOE_Chang_34506852_1	PC12	0.0156937825223268	2.15366211945863e-05	0.000720310779810991	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	0.00308890028099128	●
EOE_Chang_34506852_1	PC13	0.0335128243277453	2.55717591852153e-05	3.42091002165008e-11	Chang	EOE	Eosinophilic Esophagitis	IMD	European	Eosinophilic Esophagitis	1.64480118212671e-10	●
FELTY_FinnGen_FinnGenR7_1	PC1	0.0676577635063689	0.000336232490811478	0.000224468111703744	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.000841313552527418	●
FELTY_FinnGen_FinnGenR7_1	PC2	0.0220133355978336	0.000351142081025606	0.240095873320955	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.580130130460785	""
FELTY_FinnGen_FinnGenR7_1	PC3	0.0113829873943722	0.000330635635622303	0.531308236329051	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.685373226267285	""
FELTY_FinnGen_FinnGenR7_1	PC4	-0.0258714699813874	0.000312506795091931	0.143331861077076	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.394369744928833	""
FELTY_FinnGen_FinnGenR7_1	PC5	0.00405232735466246	0.000303232954434174	0.815986072373422	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.937478894023642	""
FELTY_FinnGen_FinnGenR7_1	PC6	-0.0259228070486964	0.000298241992309433	0.133340419556985	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.428429759882658	""
FELTY_FinnGen_FinnGenR7_1	PC7	-0.0217456257681438	0.000284616975021932	0.19740985679074	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.507930226121039	""
FELTY_FinnGen_FinnGenR7_1	PC8	-0.0310509769521901	0.000323458150012411	0.0842577586904095	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.196601436944289	""
FELTY_FinnGen_FinnGenR7_1	PC9	-0.0209359342104514	0.000312359693291681	0.236183057434727	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.591700712310158	""
FELTY_FinnGen_FinnGenR7_1	PC10	-0.0183085868309115	0.000394082389588428	0.356384183304095	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.717953201083002	""
FELTY_FinnGen_FinnGenR7_1	PC11	0.00940519961821023	0.000313547787528002	0.595315718279027	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.828697337093153	""
FELTY_FinnGen_FinnGenR7_1	PC12	-0.0129678178712434	0.000312186456420757	0.462986011758809	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.618659782895259	""
FELTY_FinnGen_FinnGenR7_1	PC13	0.0421817448262881	0.000332839089987162	0.0207719492298735	FinnGen	FELTY	Felty syndrome (FinnGen)	IMD	European (Finnish)	Felty syndrome	0.0428028044736787	○
G6_MS_FinnGen_FinnGenR7_1	PC1	0.00679547378752651	2.63695284027937e-05	0.185725252045723	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.322646788225417	""
G6_MS_FinnGen_FinnGenR7_1	PC2	0.0184886530877205	2.63634164923045e-05	0.000317184628423672	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.00247508005130603	●
G6_MS_FinnGen_FinnGenR7_1	PC3	0.0091291241084543	2.49098108883979e-05	0.0673805626165176	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.141916583210011	""
G6_MS_FinnGen_FinnGenR7_1	PC4	-0.00463806217160531	2.41664259050297e-05	0.345438045111227	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.674518720269231	""
G6_MS_FinnGen_FinnGenR7_1	PC5	-0.00781133361346135	2.25926746801245e-05	0.100301702840848	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.260824410030284	""
G6_MS_FinnGen_FinnGenR7_1	PC6	-0.0308688150551852	2.22311304823469e-05	5.872306069235e-11	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	1.9965840635399e-09	●
G6_MS_FinnGen_FinnGenR7_1	PC7	0.00116076779817889	2.1479363730167e-05	0.802233298196915	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.915738728877054	""
G6_MS_FinnGen_FinnGenR7_1	PC8	0.0224169438711902	2.4357001135846e-05	5.56750408323529e-06	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	5.408432538e-05	●
G6_MS_FinnGen_FinnGenR7_1	PC9	0.0242168859553332	2.38251992984907e-05	7.00042614683597e-07	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	1.33288113835757e-05	●
G6_MS_FinnGen_FinnGenR7_1	PC10	0.00948716314504085	2.94052942612837e-05	0.0801979101948771	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.320791640779508	""
G6_MS_FinnGen_FinnGenR7_1	PC11	0.00691333483634112	2.33327694258529e-05	0.15236901393226	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.447701547109604	""
G6_MS_FinnGen_FinnGenR7_1	PC12	-0.0326722109052566	2.32814195522493e-05	1.27606376227179e-11	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	1.78648926718051e-10	●
G6_MS_FinnGen_FinnGenR7_1	PC13	0.0202393738779682	2.4994698029095e-05	5.1590093592968e-05	FinnGen	G6_MS	MS-disease / Multiple Sclerosis (FinnGen)	IMD	European (Finnish)	Multiple Sclerosis	0.000167053636396277	●
GOUT_FinnGen_FinnGenR7_1	PC1	-0.00294930046506158	7.68933201640439e-06	0.28751395604501	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.460796778038467	""
GOUT_FinnGen_FinnGenR7_1	PC2	-0.000135198034376218	7.66305527818304e-06	0.961047365560114	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.999432946584658	""
GOUT_FinnGen_FinnGenR7_1	PC3	-0.00427925455504477	7.24622911816044e-06	0.111904989112675	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.216065723866997	""
GOUT_FinnGen_FinnGenR7_1	PC4	0.00603175877080514	7.0105751843663e-06	0.0227223842205778	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.109251059484798	""
GOUT_FinnGen_FinnGenR7_1	PC5	-0.00670029303474299	6.55463405749971e-06	0.00886815246688148	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.0367064397759616	○
GOUT_FinnGen_FinnGenR7_1	PC6	-0.00293328376220589	6.44357479096379e-06	0.247863201542406	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.572269344940717	""
GOUT_FinnGen_FinnGenR7_1	PC7	-0.00231705702216883	6.21371793418702e-06	0.352617208933435	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.674079483744237	""
GOUT_FinnGen_FinnGenR7_1	PC8	-0.00964755389929063	7.08980188048055e-06	0.00029090689640104	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.00187123895522831	●
GOUT_FinnGen_FinnGenR7_1	PC9	-0.000224927556891903	6.90646815653077e-06	0.931793659012151	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.996488040355163	""
GOUT_FinnGen_FinnGenR7_1	PC10	-0.000959886671906586	8.5144979981308e-06	0.742187442504747	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.947134645126701	""
GOUT_FinnGen_FinnGenR7_1	PC11	0.00505509264005594	6.76583455319815e-06	0.051964479585642	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.228508989491149	""
GOUT_FinnGen_FinnGenR7_1	PC12	-0.00265698980668532	6.76383693080256e-06	0.306956402355871	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.482215338354438	""
GOUT_FinnGen_FinnGenR7_1	PC13	0.00328084287247464	7.25693334407635e-06	0.22326492427055	FinnGen	GOUT	Gout	IMD	European (Finnish)	Gout	0.335249539283223	""
IGAD_Bronson_27723758_1	PC1	0.025552794470808	4.28306897118601e-05	9.4436395918687e-05	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.000371501855018967	●
IGAD_Bronson_27723758_1	PC2	-0.0206470064849665	4.00259906102954e-05	0.00110038085477948	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.00727474009548656	●
IGAD_Bronson_27723758_1	PC3	-0.0271604096910349	3.75259455558711e-05	9.26111087928356e-06	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	4.14927575441411e-05	●
IGAD_Bronson_27723758_1	PC4	0.028508053649318	3.89958239229629e-05	4.99050654202013e-06	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	9.13646582308301e-05	●
IGAD_Bronson_27723758_1	PC5	-0.00139058754232231	3.35013440780354e-05	0.810134814945009	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.937478894023642	""
IGAD_Bronson_27723758_1	PC6	0.0012918169533224	3.37364435612344e-05	0.823995915548505	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.932143237990963	""
IGAD_Bronson_27723758_1	PC7	0.00905320359178678	3.21059432131165e-05	0.110098016681724	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.388197451411116	""
IGAD_Bronson_27723758_1	PC8	-0.0093738594323978	3.62179411417971e-05	0.119327572222851	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.252444108347009	""
IGAD_Bronson_27723758_1	PC9	0.0131012065991453	3.70599984275921e-05	0.0313909816626994	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.142305783537571	""
IGAD_Bronson_27723758_1	PC10	-0.00107249710136874	4.54438968733104e-05	0.87359350411957	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.995058871913097	""
IGAD_Bronson_27723758_1	PC11	-0.0148031016473737	3.48085839720817e-05	0.0121055898112722	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.0948225143239289	""
IGAD_Bronson_27723758_1	PC12	-0.00919775719313313	3.43431836261401e-05	0.116531189466382	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.232087222535556	""
IGAD_Bronson_27723758_1	PC13	0.0125343603150418	3.76325835042006e-05	0.0410283247231308	Bronson	IGAD	IgA deficiency	IMD	European	IgA deficiency	0.0788987281984912	""
IIM_Rothwell_up_1	PC1	0.0237136752337437	2.14641881874649e-05	3.07995895287549e-07	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	1.48086915309973e-06	●
IIM_Rothwell_up_1	PC2	0.0251764901144431	1.91823618604387e-05	9.01119024473083e-09	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	1.58863946536736e-07	●
IIM_Rothwell_up_1	PC3	-0.0225982842476462	1.85126103589981e-05	1.50289369776681e-07	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	7.69223010900002e-07	●
IIM_Rothwell_up_1	PC4	-0.0113379021682438	1.68000365403054e-05	0.00567203707236583	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.0435466072007441	○
IIM_Rothwell_up_1	PC5	-0.00184622831464769	1.58054651470129e-05	0.642369190316424	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.844662250250326	""
IIM_Rothwell_up_1	PC6	-0.00218985442475931	1.57266473568417e-05	0.580810664938295	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.804614453042591	""
IIM_Rothwell_up_1	PC7	0.00617146145979331	1.61395781615956e-05	0.124494391644198	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.408685037397505	""
IIM_Rothwell_up_1	PC8	-0.015680305763524	1.70690171899973e-05	0.000147443430360517	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.00100261532645152	●
IIM_Rothwell_up_1	PC9	-0.0158438039401078	1.71309449062459e-05	0.000129203228606878	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.00128126535035154	●
IIM_Rothwell_up_1	PC10	0.00470500182693028	2.25230327647054e-05	0.321493144312414	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.68317293166388	""
IIM_Rothwell_up_1	PC11	0.0137764758318238	1.64493404056905e-05	0.000681906382839552	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.0108195812743876	○
IIM_Rothwell_up_1	PC12	-0.024000841786425	1.65107768532698e-05	3.49091688228705e-09	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	3.39117639993599e-08	●
IIM_Rothwell_up_1	PC13	0.0106751344668466	1.71077857638145e-05	0.00985341742226272	Rothwell	IIM	Idiopathic Inflammatory Myopathies (IIM, Myositis)	IMD	European	IIM (Rothwell)	0.0222285625260524	○
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC1	-0.00159065575748621	9.26939082670033e-06	0.601352134105603	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.75089495042432	""
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC2	-0.0130507285037491	9.24535888952793e-06	1.76967279363012e-05	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.000168472849953587	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC3	-0.0111167702748411	8.75264506530202e-06	0.000171560156455708	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.000643012869865488	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC4	-0.00983072865976826	8.43587163871065e-06	0.000712549815076973	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.00753719359948087	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC5	0.0176844663035205	7.89783089315795e-06	3.11961383219917e-10	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	8.73491873015768e-09	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC6	-0.00231575445390888	7.80372228121767e-06	0.407118368125255	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.704238013159977	""
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC7	0.00442472483000819	7.52316553849402e-06	0.1067028826141	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.382699556658506	""
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC8	0.00245871552178069	8.55102915302935e-06	0.400453059406977	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.607056230183825	""
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC9	-0.0122312856816664	8.34579045317972e-06	2.29695264399493e-05	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.00029149762885793	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC10	-0.00838363974965796	1.03087811623322e-05	0.00902428622871393	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.0753607060503128	""
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC11	-0.0103236639986246	8.2050375358659e-06	0.000313269044812975	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.00573523328196062	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC12	0.0107808166361299	8.19393957730033e-06	0.000165740089814783	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	0.000839279603742944	●
J10_NASALPOLYP_FinnGen_FinnGenR7_1	PC13	0.0413962820828575	8.74344086354366e-06	1.56429309297245e-44	FinnGen	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	European (Finnish)	Nasal polyp	2.75779078612921e-43	●
JDM_Miller_26291516_1	PC1	0.0358542873283106	0.000134469150156226	0.00198859205731015	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.00648335492657282	●
JDM_Miller_26291516_1	PC2	0.00834015759938944	0.000120685666071256	0.447743159941072	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.786441860265499	""
JDM_Miller_26291516_1	PC3	-0.0071625791496283	0.000120932922598227	0.514837283005778	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.676968361079421	""
JDM_Miller_26291516_1	PC4	0.00992664071137702	0.000125093764256266	0.374792048595168	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.694167374051751	""
JDM_Miller_26291516_1	PC5	-0.00662685881923564	0.000103940429271196	0.515690183035364	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.762974966567019	""
JDM_Miller_26291516_1	PC6	0.0175945718426071	0.000103559738909733	0.0838174773331668	Miller	JDM	Juvenile Dermatomyositis	IMD	European	Juvenile Dermatomyositis (Miller)	0.309279993880522	""
