Trait	nSNP	overall_p	mscomp	First_Author	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	Public	Label
JO1M_Rothwell_up_1	479	1.89777564771733e-07	PC9 (4e-05)	Rothwell	36580032	JO1M	Jo1+ Myositis	IMD	1244	310	1554	European	N	Jo1+ Myositis (Rothwell)
JRA_Sakaue_doi1011012020102320213652_1	534	0.889041138303438	PC7 (2e-01)	Sakaue	doi1011012020102320213652	JRA	Juvenile rheumatoid arthritis	IMD	173268	110	173378	East Asian (Japanese)	Y	Juvenile rheumatoid arthritis
JUVEN_ARTHR_FinnGen_FinnGenR7_1	562	1.66710614159681e-21	PC3 (4e-12)	FinnGen	FinnGenR7	JUVEN_ARTHR	Juvenile arthritis (FINNGEN) (FinnGen)	IMD	238484	1203	239687	European (Finnish)	Y	Juvenile arthritis (FINNGEN)
K11_CD_NOUC_FinnGen_FinnGenR7_1	562	4.16793515981075e-43	PC1 (2e-27)	FinnGen	FinnGenR7	K11_CD_NOUC	Crohn disease (strict definition, all UC cases excluded) (FinnGen)	IMD	301234	1021	302255	European (Finnish)	Y	Crohn disease (strict definition, all UC cases excluded)
K11_CD_STRICT2_FinnGen_FinnGenR7_1	562	1.87245460777228e-48	PC1 (1e-26)	FinnGen	FinnGenR7	K11_CD_STRICT2	Crohn disease (Aki's strict definition, require KELA, min 2 HDR) (FinnGen)	IMD	307754	1282	309036	European (Finnish)	Y	Crohn disease (Aki's strict definition, require KELA, min 2 HDR)
K11_CD_STRICT_FinnGen_FinnGenR7_1	562	1.90141546057211e-49	PC1 (2e-27)	FinnGen	FinnGenR7	K11_CD_STRICT	Crohn disease (Aki's strict definition, require KELA) (FinnGen)	IMD	307754	1307	309061	European (Finnish)	Y	Crohn disease (Aki's strict definition, require KELA)
K11_CHOLANGI_FinnGen_FinnGenR7_1	562	4.58106491527698e-05	PC13 (6e-04)	FinnGen	FinnGenR7	K11_CHOLANGI	Cholangitis (sclerosing) (FinnGen)	IMD	273442	1231	274673	European (Finnish)	Y	Primary sclerosing cholangitis
K11_CHOLANGI_STRICT_FinnGen_FinnGenR7_1	562	5.43174415306396e-11	PC6 (6e-05)	FinnGen	FinnGenR7	K11_CHOLANGI_STRICT	Cholangitis (primary sclerosing, PSC), with reimbursement 202 (FinnGen)	IMD	292944	376	293320	European (Finnish)	Y	Primary sclerosing cholangitis
K11_COELIAC_FinnGen_FinnGenR7_1	562	2.11623582055673e-47	PC7 (8e-28)	FinnGen	FinnGenR7	K11_COELIAC	Coeliac disease (FinnGen)	IMD	296917	2953	299870	European (Finnish)	Y	Coeliac disease
K11_CROHN_FinnGen_FinnGenR7_1	562	1.15027039597588e-82	PC1 (1e-39)	FinnGen	FinnGenR7	K11_CROHN	Crohn disease (FinnGen)	IMD	296008	3147	299155	European (Finnish)	Y	Crohn disease
K11_ENERCOLNONINF_FinnGen_FinnGenR7_1	562	3.16032932360166e-142	PC3 (1e-53)	FinnGen	FinnGenR7	K11_ENERCOLNONINF	Noninfective enteritis and colitis (FinnGen)	IMD	296008	13146	309154	European (Finnish)	Y	Noninfective enteritis and colitis
K11_IBD_FinnGen_FinnGenR7_1	562	2.30342915863792e-189	PC1 (4e-74)	FinnGen	FinnGenR7	K11_IBD	Inflammatory bowel disease (FinnGen)	IMD	300450	8704	309154	European (Finnish)	Y	Inflammatory bowel disease
K11_IBD_STRICT_FinnGen_FinnGenR7_1	562	1.10604110598236e-197	PC1 (3e-84)	FinnGen	FinnGenR7	K11_IBD_STRICT	Inflammatory bowel disease, strict (require KELA) (FinnGen)	IMD	303191	5671	308862	European (Finnish)	Y	Inflammatory bowel disease, strict (require KELA)
K11_IBD_STRICT_PSC_FinnGen_FinnGenR7_1	562	1.68117139944795e-08	PC11 (6e-04)	FinnGen	FinnGenR7	K11_IBD_STRICT_PSC	IBD (strict) with PSC (FinnGen)	IMD	299538	207	299745	European (Finnish)	Y	IBD (strict) with PSC
K11_IBS_FinnGen_FinnGenR7_1	562	0.169267233985762	PC3 (9e-03)	FinnGen	FinnGenR7	K11_IBS	Irritable bowel syndrome (FinnGen)	IMD	253186	7053	260239	European (Finnish)	Y	Irritable bowel syndrome
K11_KELACROHN_FinnGen_FinnGenR7_1	562	1.93141480949688e-51	PC1 (6e-29)	FinnGen	FinnGenR7	K11_KELACROHN	Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50) (FinnGen)	IMD	307754	1400	309154	European (Finnish)	Y	Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)
K11_KELAIBD_FinnGen_FinnGenR7_1	562	8.50686708247402e-207	PC1 (4e-87)	FinnGen	FinnGenR7	K11_KELAIBD	IBD patients in KELA-register (FinnGen)	IMD	296008	5963	301971	European (Finnish)	Y	IBD patients in KELA-register
K11_KELAUC_FinnGen_FinnGenR7_1	562	5.6474162969298e-153	PC3 (4e-59)	FinnGen	FinnGenR7	K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51) (FinnGen)	IMD	304728	4426	309154	European (Finnish)	Y	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)
K11_PSC_COLITIS_FinnGen_FinnGenR7_1	562	5.08053681821045e-10	PC6 (4e-06)	FinnGen	FinnGenR7	K11_PSC_COLITIS	Colitis, primary sclerosing (FinnGen)	IMD	307923	291	308214	European (Finnish)	Y	Primary sclerosing cholangitis
K11_PSC_COLITIS_STRICT_FinnGen_FinnGenR7_1	562	1.51768006890311e-08	PC6 (2e-05)	FinnGen	FinnGenR7	K11_PSC_COLITIS_STRICT	Colitis, primary sclerosing, strict definition (FinnGen)	IMD	307923	221	308144	European (Finnish)	Y	Primary sclerosing cholangitis
K11_UC_NOCD_FinnGen_FinnGenR7_1	562	8.19445471945555e-113	PC3 (2e-42)	FinnGen	FinnGenR7	K11_UC_NOCD	Ulcerative colitis (strict definition, all Crohn cases excluded) (FinnGen)	IMD	303191	3407	306598	European (Finnish)	Y	Ulcerative colitis (strict definition, all Crohn cases excluded)
K11_UC_STRICT2_FinnGen_FinnGenR7_1	562	3.28317901701382e-139	PC3 (2e-54)	FinnGen	FinnGenR7	K11_UC_STRICT2	Ulcerative colitis (Aki's strict definition, require KELA, min 2 HDR) (FinnGen)	IMD	304728	3868	308596	European (Finnish)	Y	Ulcerative colitis (Aki's strict definition, require KELA, min 2 HDR)
K11_UC_STRICT_FinnGen_FinnGenR7_1	562	1.15430083997997e-142	PC3 (1e-56)	FinnGen	FinnGenR7	K11_UC_STRICT	Ulcerative colitis (Aki's strict definition, require KELA) (FinnGen)	IMD	304728	4024	308752	European (Finnish)	Y	Ulcerative colitis (Aki's strict definition, require KELA)
K11_UC_STRICT_PSC_FinnGen_FinnGenR7_1	562	9.50299559466347e-06	PC11 (9e-04)	FinnGen	FinnGenR7	K11_UC_STRICT_PSC	Ulcerative colitis (strict) with PSC (FinnGen)	IMD	299538	167	299705	European (Finnish)	Y	Ulcerative colitis (strict) with PSC
K11_ULCER_FinnGen_FinnGenR7_1	562	1.41858136681997e-157	PC3 (2e-57)	FinnGen	FinnGenR7	K11_ULCER	Ulcerative colitis (FinnGen)	IMD	296008	6607	302615	European (Finnish)	Y	Ulcerative colitis
KD_Hoggart_33772158_1	547	0.16684374725547	PC9 (2e-02)	Hoggart	33772158	KD	Kawasaki Disease	IMD	6101	400	6501	European (US, NL, UK)	Y	Kawasaki Disease
L12_ALLERGICCONTACT_FinnGen_FinnGenR7_1	562	2.57019268981297e-05	PC13 (5e-06)	FinnGen	FinnGenR7	L12_ALLERGICCONTACT	Alergic contact dermatitis (FinnGen)	IMD	278795	3364	282159	European (Finnish)	Y	Alergic contact dermatitis
L12_ATOPIC_FinnGen_FinnGenR7_1	562	2.49572631571886e-41	PC13 (2e-25)	FinnGen	FinnGenR7	L12_ATOPIC	Atopic dermatitis (FinnGen)	IMD	278795	10277	289072	European (Finnish)	Y	Atopic dermatitis
L12_DERMATHERP_FinnGen_FinnGenR7_1	562	1.01665292770747e-06	PC7 (1e-05)	FinnGen	FinnGenR7	L12_DERMATHERP	Dermatitis herpetiformis (FinnGen)	IMD	308031	401	308432	European (Finnish)	Y	Dermatitis herpetiformis
L12_DERMATITISECZEMA_FinnGen_FinnGenR7_1	562	1.07320566430395e-37	PC13 (3e-25)	FinnGen	FinnGenR7	L12_DERMATITISECZEMA	Dermatitis and eczema (FinnGen)	IMD	278795	30359	309154	European (Finnish)	Y	Dermatitis and eczema
L12_DYSHIDROSIS_FinnGen_FinnGenR7_1	562	0.303555829497094	PC6 (7e-02)	FinnGen	FinnGenR7	L12_DYSHIDROSIS	Dyshidrosis [pompholyx] (FinnGen)	IMD	278795	312	279107	European (Finnish)	Y	Dyshidrosis [pompholyx]
L12_ERYTHEMAMULTIF_FinnGen_FinnGenR7_1	562	0.166355706935677	PC9 (2e-02)	FinnGen	FinnGenR7	L12_ERYTHEMAMULTIF	Erythema multiforme (FinnGen)	IMD	299491	486	299977	European (Finnish)	Y	Erythema multiforme
L12_ERYTHEMANODOSUM_FinnGen_FinnGenR7_1	562	0.00110273892164805	PC3 (3e-04)	FinnGen	FinnGenR7	L12_ERYTHEMANODOSUM	Erythema nodosum (FinnGen)	IMD	299491	645	300136	European (Finnish)	Y	Erythema nodosum
L12_ERYTHRO_KELA_FinnGen_FinnGenR7_1	562	0.633747096460382	PC11 (1e-01)	FinnGen	FinnGenR7	L12_ERYTHRO_KELA	Universal erythrodermia, KELA reimbursement (FinnGen)	IMD	299491	270	299761	European (Finnish)	Y	Universal erythrodermia, KELA reimbursement
L12_FOODDERMAT_FinnGen_FinnGenR7_1	562	0.0252067713101229	PC5 (1e-02)	FinnGen	FinnGenR7	L12_FOODDERMAT	Dermatitis due to ingested food (FinnGen)	IMD	278795	730	279525	European (Finnish)	Y	Dermatitis due to ingested food
L12_LICHENPLANUS_FinnGen_FinnGenR7_1	562	4.79110133186161e-15	PC2 (4e-06)	FinnGen	FinnGenR7	L12_LICHENPLANUS	Lichen planus (FinnGen)	IMD	299128	2766	301894	European (Finnish)	Y	Lichen planus
L12_LICHENSCLERATROPH_FinnGen_FinnGenR7_1	562	6.68456745141087e-06	PC3 (8e-05)	FinnGen	FinnGenR7	L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus (FinnGen)	IMD	291889	1577	293466	European (Finnish)	Y	Lichen sclerosus et atrophicus
L12_LOCALSCLERODERMA_FinnGen_FinnGenR7_1	562	0.00514689371897148	PC3 (1e-04)	FinnGen	FinnGenR7	L12_LOCALSCLERODERMA	Localized scleroderma [morphea] (FinnGen)	IMD	291889	265	292154	European (Finnish)	Y	Localized scleroderma [morphea]
L12_LUPUS_FinnGen_FinnGenR7_1	562	1.74756115600292e-08	PC2 (1e-06)	FinnGen	FinnGenR7	L12_LUPUS	Lupus erythematosus (FinnGen)	IMD	291889	491	292380	European (Finnish)	Y	Lupus erythematosus
L12_NECROLIPOIDIC_FinnGen_FinnGenR7_1	562	0.0522197544753016	PC1 (2e-03)	FinnGen	FinnGenR7	L12_NECROLIPOIDIC	Necrobiosis lipoidica, not elsewhere classified (FinnGen)	IMD	291889	130	292019	European (Finnish)	Y	Necrobiosis lipoidica, not elsewhere classified
L12_OTHERCONTACT_FinnGen_FinnGenR7_1	562	0.109749777916589	PC13 (3e-03)	FinnGen	FinnGenR7	L12_OTHERCONTACT	Other contact dermatitis (FinnGen)	IMD	278795	1942	280737	European (Finnish)	Y	Other contact dermatitis
L12_PEMPHIGOID_BULL_FinnGen_FinnGenR7_1	562	0.138911078571224	PC11 (6e-02)	FinnGen	FinnGenR7	L12_PEMPHIGOID_BULL	Bullous pemphigoid (FinnGen)	IMD	308031	355	308386	European (Finnish)	Y	Bullous pemphigoid
L12_PEMPHIGOID_FinnGen_FinnGenR7_1	562	0.172935324970887	PC13 (3e-02)	FinnGen	FinnGenR7	L12_PEMPHIGOID	Pemphigoid (FinnGen)	IMD	308031	453	308484	European (Finnish)	Y	Pemphigoid
L12_PEMPHIGUS_FinnGen_FinnGenR7_1	562	0.0169732105960646	PC10 (8e-04)	FinnGen	FinnGenR7	L12_PEMPHIGUS	Pemphigus (FinnGen)	IMD	308031	124	308155	European (Finnish)	Y	Pemphigus
L12_PERIORALDERM_FinnGen_FinnGenR7_1	562	0.5521450250319	PC3 (8e-02)	FinnGen	FinnGenR7	L12_PERIORALDERM	Perioral dermatitis (FinnGen)	IMD	297544	306	297850	European (Finnish)	Y	Perioral dermatitis
L12_PG_FinnGen_FinnGenR7_1	562	0.219275391719933	PC3 (4e-03)	FinnGen	FinnGenR7	L12_PG	Pyoderma gangrenosum (FinnGen)	IMD	309046	108	309154	European (Finnish)	Y	Pyoderma gangrenosum
L12_PSORIASIS_FinnGen_FinnGenR7_1	562	1.07498221243843e-16	PC5 (8e-06)	FinnGen	FinnGenR7	L12_PSORIASIS	Psoriasis (FinnGen)	IMD	299128	6995	306123	European (Finnish)	Y	Psoriasis
L12_PSORI_ARTHRO_FinnGen_FinnGenR7_1	562	2.60577469251442e-09	PC5 (8e-05)	FinnGen	FinnGenR7	L12_PSORI_ARTHRO	Arthropathic psoriasis (FinnGen)	IMD	299128	2571	301699	European (Finnish)	Y	Arthropathic psoriasis
L12_PSORI_GUTTATE_FinnGen_FinnGenR7_1	562	0.0593547925584302	PC4 (8e-03)	FinnGen	FinnGenR7	L12_PSORI_GUTTATE	Guttate psoriasis (FinnGen)	IMD	299128	258	299386	European (Finnish)	Y	Guttate psoriasis
L12_PSORI_NAS_FinnGen_FinnGenR7_1	562	0.0196795933802443	PC5 (3e-03)	FinnGen	FinnGenR7	L12_PSORI_NAS	Other and unspecified psoriasis (FinnGen)	IMD	299128	1287	300415	European (Finnish)	Y	Other and unspecified psoriasis
L12_PSORI_PUST_FinnGen_FinnGenR7_1	562	0.00108308911248574	PC1 (9e-05)	FinnGen	FinnGenR7	L12_PSORI_PUST	Pustular psoriasis (FinnGen)	IMD	308224	930	309154	European (Finnish)	Y	Pustular psoriasis
L12_PSORI_VULG_FinnGen_FinnGenR7_1	562	3.92092676167073e-11	PC11 (5e-07)	FinnGen	FinnGenR7	L12_PSORI_VULG	Psoriasis vulgaris (FinnGen)	IMD	299128	4321	303449	European (Finnish)	Y	Psoriasis vulgaris
L12_PYODERMAGANGRENOSUM_FinnGen_FinnGenR7_1	562	0.227563447967957	PC3 (4e-03)	FinnGen	FinnGenR7	L12_PYODERMAGANGRENOSUM	Pyoderma gangrenosum (FinnGen)	IMD	291889	108	291997	European (Finnish)	Y	Pyoderma gangrenosum
L12_RHINOPHYMA_FinnGen_FinnGenR7_1	562	0.75476626618479	PC2 (2e-01)	FinnGen	FinnGenR7	L12_RHINOPHYMA	Rhinophyma (FinnGen)	IMD	297544	100	297644	European (Finnish)	Y	Rhinophyma
L12_ROSACEANAS_FinnGen_FinnGenR7_1	562	5.71328681403162e-05	PC3 (5e-07)	FinnGen	FinnGenR7	L12_ROSACEANAS	Other and unspcified rosacea (FinnGen)	IMD	297544	1547	299091	European (Finnish)	Y	Other and unspcified rosacea
L12_ROSACEA_FinnGen_FinnGenR7_1	562	3.35321747641787e-05	PC3 (3e-07)	FinnGen	FinnGenR7	L12_ROSACEA	Rosacea (FinnGen)	IMD	297544	1877	299421	European (Finnish)	Y	Rosacea
L12_SEBORRHOEIC_FinnGen_FinnGenR7_1	562	0.00715868932927008	PC7 (5e-03)	FinnGen	FinnGenR7	L12_SEBORRHOEIC	Seborrhoeic dermatitis (FinnGen)	IMD	278795	1919	280714	European (Finnish)	Y	Seborrhoeic dermatitis
L12_URTICA_ALLERG_FinnGen_FinnGenR7_1	562	0.991679201653789	PC2 (2e-01)	FinnGen	FinnGenR7	L12_URTICA_ALLERG	Allergic urticaria (FinnGen)	IMD	299491	1792	301283	European (Finnish)	Y	Allergic urticaria
L12_VITILIGO_FinnGen_FinnGenR7_1	562	7.966596158777e-07	PC1 (1e-03)	FinnGen	FinnGenR7	L12_VITILIGO	Vitiligo (FinnGen)	IMD	291889	191	292080	European (Finnish)	Y	Vitiligo
M13_ANKYLOSPON_FinnGen_FinnGenR7_1	562	1.0800154654235e-12	PC1 (9e-06)	FinnGen	FinnGenR7	M13_ANKYLOSPON	Ankylosing spondylitis (FinnGen)	IMD	227388	2252	229640	European (Finnish)	Y	Ankylosing spondylitis
M13_ANKYLOSPON_STRICT_FinnGen_FinnGenR7_1	562	4.40044238262697e-07	PC1 (4e-05)	FinnGen	FinnGenR7	M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition (FinnGen)	IMD	307055	923	307978	European (Finnish)	Y	Ankylosing spondylitis, strict definition
M13_DERMATOMYOTH_FinnGen_FinnGenR7_1	562	0.151995316514438	PC13 (5e-02)	FinnGen	FinnGenR7	M13_DERMATOMYOTH	Other dermatomyositis (FinnGen)	IMD	300162	107	300269	European (Finnish)	Y	Other dermatomyositis (FinnGen)
M13_DERMATOPOLYNAS_FinnGen_FinnGenR7_1	562	0.00950371718400384	PC13 (1e-02)	FinnGen	FinnGenR7	M13_DERMATOPOLYNAS	Dermatopolymyositis, unspecified (FinnGen)	IMD	300162	112	300274	European (Finnish)	Y	Dermatopolymyositis, unspecified (FinnGen)
M13_DERMATOPOLY_FinnGen_FinnGenR7_1	562	3.27684852636399e-06	PC13 (2e-04)	FinnGen	FinnGenR7	M13_DERMATOPOLY	Dermatopolymyositis (FinnGen)	IMD	300162	322	300484	European (Finnish)	Y	Dermatopolymyositis (FinnGen)
M13_FIBROMYALGIA_FinnGen_FinnGenR7_1	562	0.379789404071818	PC12 (2e-02)	FinnGen	FinnGenR7	M13_FIBROMYALGIA	Fibromyalgia (FinnGen)	IMD	231460	1595	233055	European (Finnish)	Y	Fibromyalgia
M13_GIANTCELL_FinnGen_FinnGenR7_1	562	0.0203059266488537	PC8 (2e-02)	FinnGen	FinnGenR7	M13_GIANTCELL	Giant cell arteritis (FinnGen)	IMD	300162	759	300921	European (Finnish)	Y	Giant cell arteritis
M13_GOUT_FinnGen_FinnGenR7_1	562	0.00083270513062954	PC8 (7e-04)	FinnGen	FinnGenR7	M13_GOUT	Gout (FinnGen)	IMD	202617	6031	208648	European (Finnish)	Y	Gout
M13_HYPERANG_FinnGen_FinnGenR7_1	562	0.0779007117897889	PC6 (2e-02)	FinnGen	FinnGenR7	M13_HYPERANG	Hypersensitivity angiitis (FinnGen)	IMD	300162	115	300277	European (Finnish)	Y	Hypersensitivity angiitis
M13_JUVEARTH_FinnGen_FinnGenR7_1	562	1.50982038044564e-16	PC3 (8e-11)	FinnGen	FinnGenR7	M13_JUVEARTH	Other juvenile arthritis (FinnGen)	IMD	202617	1023	203640	European (Finnish)	Y	Other juvenile arthritis
M13_JUVERHEU_FinnGen_FinnGenR7_1	562	1.60168175432888e-11	PC3 (2e-05)	FinnGen	FinnGenR7	M13_JUVERHEU	Juvenile rheuma (FinnGen)	IMD	202617	561	203178	European (Finnish)	Y	Juvenile rheuma
M13_MICROPOLYANG_FinnGen_FinnGenR7_1	562	0.0252841678148731	PC2 (5e-03)	FinnGen	FinnGenR7	M13_MICROPOLYANG	Microscopic polyangiitis (FinnGen)	IMD	307672	106	307778	European (Finnish)	Y	Microscopic polyangiitis
M13_MULTIFIBRO_FinnGen_FinnGenR7_1	562	0.349223057822298	PC13 (4e-03)	FinnGen	FinnGenR7	M13_MULTIFIBRO	Multifocal fibrosclerosis (FinnGen)	IMD	300162	137	300299	European (Finnish)	Y	Multifocal fibrosclerosis
M13_MYOSITIS_FinnGen_FinnGenR7_1	562	0.00352217212289583	PC13 (7e-03)	FinnGen	FinnGenR7	M13_MYOSITIS	Myositis (FinnGen)	IMD	231460	520	231980	European (Finnish)	Y	Myositis (FinnGen)
M13_PALINDROMIC_FinnGen_FinnGenR7_1	562	0.000132990251080508	PC3 (9e-04)	FinnGen	FinnGenR7	M13_PALINDROMIC	Palindromic rheumatism (FinnGen)	IMD	202617	225	202842	European (Finnish)	Y	Palindromic rheumatism
M13_PANNICULITISNAS_FinnGen_FinnGenR7_1	562	0.0297442852492446	PC12 (9e-05)	FinnGen	FinnGenR7	M13_PANNICULITISNAS	Panniculitis, unspecified (FinnGen)	IMD	231460	204	231664	European (Finnish)	Y	Panniculitis, unspecified
M13_POLNODOSA_FinnGen_FinnGenR7_1	562	0.297677575790819	PC11 (2e-02)	FinnGen	FinnGenR7	M13_POLNODOSA	Polyarteritis nodosa (FinnGen)	IMD	300162	143	300305	European (Finnish)	Y	Polyarteritis nodosa
M13_POLYARTERETAL_FinnGen_FinnGenR7_1	562	0.0324253312439943	PC13 (8e-03)	FinnGen	FinnGenR7	M13_POLYARTERETAL	Polyarteritis nodosa and related conditions (FinnGen)	IMD	300162	295	300457	European (Finnish)	Y	Polyarteritis nodosa and related conditions
M13_POLYMYALGIA_FinnGen_FinnGenR7_1	562	0.000251988237607544	PC13 (3e-03)	FinnGen	FinnGenR7	M13_POLYMYALGIA	Polymyalgia rheumatica (FinnGen)	IMD	300162	2535	302697	European (Finnish)	Y	Polymyalgia rheumatica
M13_POLYMYO_FinnGen_FinnGenR7_1	562	2.83453227002631e-05	PC13 (2e-04)	FinnGen	FinnGenR7	M13_POLYMYO	Polymyositis (FinnGen)	IMD	300162	178	300340	European (Finnish)	Y	Polymyositis (FinnGen)
M13_PSORIARTH_ICD10_FinnGen_FinnGenR7_1	562	3.38947952586728e-06	PC5 (5e-04)	FinnGen	FinnGenR7	M13_PSORIARTH_ICD10	Psoriatic arthropathies, ICD10 (FinnGen)	IMD	306835	2319	309154	European (Finnish)	Y	Psoriatic arthropathies, ICD10
M13_RHEUMA_FinnGen_FinnGenR7_1	562	2.69517780685798e-147	PC9 (7e-35)	FinnGen	FinnGenR7	M13_RHEUMA	Rheumatoid arthritis (FinnGen)	IMD	202617	9855	212472	European (Finnish)	Y	Rheumatoid arthritis
M13_RHEUMA_INCLAVO_FinnGen_FinnGenR7_1	562	1.06465352924138e-154	PC1 (9e-33)	FinnGen	FinnGenR7	M13_RHEUMA_INCLAVO	Rheumatoid arthritis, including avohilmo (FinnGen)	IMD	298550	10604	309154	European (Finnish)	Y	Rheumatoid arthritis, including avohilmo
M13_SJOGREN_FinnGen_FinnGenR7_1	562	1.35321637230806e-24	PC2 (2e-11)	FinnGen	FinnGenR7	M13_SJOGREN	Sicca syndrome [Sjogren] (FinnGen)	IMD	300162	1981	302143	European (Finnish)	Y	Sicca syndrome [Sjogren]
M13_SLE_FinnGen_FinnGenR7_1	562	1.6833684157907e-28	PC2 (7e-13)	FinnGen	FinnGenR7	M13_SLE	Systemic lupus erythematosus (FinnGen)	IMD	300162	835	300997	European (Finnish)	Y	Systemic lupus erythematosus
M13_SYSTSLCE_FinnGen_FinnGenR7_1	562	2.13823845210205e-06	PC2 (1e-05)	FinnGen	FinnGenR7	M13_SYSTSLCE	Systemic sclerosis (FinnGen)	IMD	300162	482	300644	European (Finnish)	Y	Systemic sclerosis
M13_TEMPARTERIT_FinnGen_FinnGenR7_1	562	0.0770863981349599	PC8 (2e-02)	FinnGen	FinnGenR7	M13_TEMPARTERIT	Temporal arteritis (FinnGen)	IMD	300162	685	300847	European (Finnish)	Y	Temporal arteritis
M13_WEGENER_FinnGen_FinnGenR7_1	562	0.000721221548498049	PC3 (3e-04)	FinnGen	FinnGenR7	M13_WEGENER	Wegener granulomatosis (FinnGen)	IMD	300162	350	300512	European (Finnish)	Y	Wegener granulomatosis
MALR_Sakaue_doi1011012020102320213652_1	534	0.658433196195204	PC13 (1e-01)	Sakaue	doi1011012020102320213652	MALR	Metal allergy	IMD	161777	278	162055	East Asian (Japanese)	Y	Metal allergy
MS_IMSGC_31604244_1	565	1.11253831659854e-308	PC12 (1e-100)	IMSGC	31604244	MS	Multiple Sclerosis	IMD	68374	47429	115803	European (Multiple countries)	N	Multiple Sclerosis
MYGEO_Renton_25643325_1	564	5.9883598965413e-08	PC1 (2e-03)	Renton	25643325	MYGEO	Early-onset Myastenia Gravis	IMD	1977	235	2212	European (North America)	N	Early-onset Myastenia Gravis
MYGLO_Renton_25643325_1	564	1.39349495042457e-10	PC3 (2e-07)	Renton	25643325	MYGLO	Late-onset Myastenia Gravis	IMD	1977	737	2714	European (North America)	N	Late-onset Myastenia Gravis
MYG_Chia_35074870_1	515	2.90073325065672e-21	PC1 (2e-11)	Chia	35074870	MYG	Myastenia Gravis	IMD	36370	1873	38243	European (US + Italy)	Y	Myastenia Gravis
MYG_Renton_25643325_1	547	1.24707807368247e-15	PC3 (1e-08)	Renton	25643325	MYG	Myastenia Gravis	IMD	1977	972	2949	European (North America)	N	Myastenia Gravis
MYG_Sakaue_doi1011012020102320213652_1	534	0.0726182825319847	PC12 (8e-04)	Sakaue	doi1011012020102320213652	MYG	Myastenia Gravis	IMD	178630	81	178711	East Asian (Japanese)	Y	Myastenia Gravis
MYO_Miller_26291516_1	564	6.69316888305695e-13	PC1 (2e-06)	Miller	26291516	MYO	Myositis	IMD	4724	1711	6435	European	N	IIM (Miller)
N14_FEMALEGENINF_FinnGen_FinnGenR7_1	562	0.608230150793053	PC12 (1e-01)	FinnGen	FinnGenR7	N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs (FinnGen)	IMD	156724	17022	173746	European (Finnish)	Y	Inflammatory diseases of female pelvic organs
N14_GLOMER_NEPHRITIS_FinnGen_FinnGenR7_1	562	0.000811007615869287	PC3 (2e-03)	FinnGen	FinnGenR7	N14_GLOMER_NEPHRITIS	Glomerulonephritis (FinnGen)	IMD	307853	1301	309154	European (Finnish)	Y	Glomerulonephritis
N14_IGA_NEPHROPATHY_FinnGen_FinnGenR7_1	562	0.00992253164629761	PC8 (9e-04)	FinnGen	FinnGenR7	N14_IGA_NEPHROPATHY	IgA nephropathy (IgA glomerulonefritis) (FinnGen)	IMD	308681	473	309154	European (Finnish)	Y	IgA nephropathy (IgA glomerulonefritis)
N14_INFCERVIX_FinnGen_FinnGenR7_1	562	0.643311422719168	PC8 (6e-02)	FinnGen	FinnGenR7	N14_INFCERVIX	Inflammatory disease of cervix uteri (FinnGen)	IMD	156724	1519	158243	European (Finnish)	Y	Inflammatory disease of cervix uteri
N14_INFLAMALEGEN_FinnGen_FinnGenR7_1	562	0.401475820324872	PC8 (2e-02)	FinnGen	FinnGenR7	N14_INFLAMALEGEN	Inflammatory disorders of male genital organs, not elsewhere classified (FinnGen)	IMD	100050	264	100314	European (Finnish)	Y	Inflammatory disorders of male genital organs, not elsewhere classified
N14_INFLAMMBREAST_FinnGen_FinnGenR7_1	562	0.787785144147488	PC2 (2e-01)	FinnGen	FinnGenR7	N14_INFLAMMBREAST	Inflammatory disorders of breast (FinnGen)	IMD	160810	1194	162004	European (Finnish)	Y	Inflammatory disorders of breast
N14_INFLUTH_FinnGen_FinnGenR7_1	562	0.203204092638195	PC6 (1e-02)	FinnGen	FinnGenR7	N14_INFLUTH	Inflammatory disease of uterus (FinnGen)	IMD	156724	3281	160005	European (Finnish)	Y	Inflammatory disease of uterus
NASP_Sakaue_doi1011012020102320213652_1	534	0.82873202938905	PC9 (4e-01)	Sakaue	doi1011012020102320213652	NASP	Nasal polyp	IMD	151846	160	152006	East Asian (Japanese)	Y	Nasal polyp
NMOIGGn_Estrada_29769526_1	560	0.52381061981686	PC13 (3e-02)	Estrada	29769526	NMOIGGn	IgG- Neuromyelitis Optica	IMD	1244	83	1327	European	Y	IgG- Neuromyelitis Optica
NMOIGGp_Estrada_29769526_1	564	0.00199659380706983	PC1 (5e-03)	Estrada	29769526	NMOIGGp	IgG+ Neuromyelitis Optica	IMD	1244	132	1376	European	Y	IgG+ Neuromyelitis Optica
