"File_ID"	"First_Author"	"Year"	"Reference"	"Trait_ID_2.0"	"Trait_long"	"Trait_class"	"N0"	"N1"	"N"	"SNP_number"	"Chip"	"Population"	"Collection"	"Trait"
"C3_NSCLC_ADENO_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_NSCLC_ADENO_EXALLC"	"Non-small cell lung cancer, adenocarcinoma (other cancers excluded from controls) (FinnGen)"	"CAN"	174005	571	174576	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_NSCLC_ADENO_EXALLC_FinnGen_FinnGenR5_1"
"C3_NSCLC_SQUAM_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_NSCLC_SQUAM"	"Non-small cell lung cancer, squamous (FinnGen)"	"CAN"	218427	365	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_NSCLC_SQUAM_FinnGen_FinnGenR5_1"
"C3_NSCLC_SQUAM_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_NSCLC_SQUAM_EXALLC"	"Non-small cell lung cancer, squamous (other cancers excluded from controls) (FinnGen)"	"CAN"	174004	365	174369	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_NSCLC_SQUAM_EXALLC_FinnGen_FinnGenR5_1"
"C3_OESOPHAGUS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_OESOPHAGUS"	"Malignant neoplasm of oesophagus (FinnGen)"	"CAN"	218560	232	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_OESOPHAGUS_FinnGen_FinnGenR5_1"
"C3_OESOPHAGUS_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_OESOPHAGUS_EXALLC"	"Malignant neoplasm of oesophagus (other cancers excluded from controls) (FinnGen)"	"CAN"	174006	232	174238	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_OESOPHAGUS_EXALLC_FinnGen_FinnGenR5_1"
"C3_OTHER_SKIN_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_OTHER_SKIN"	"Other malignant neoplasms of skin (FinnGen)"	"CAN"	208410	10382	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_OTHER_SKIN_FinnGen_FinnGenR5_1"
"C3_OTHER_SKIN_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_OTHER_SKIN_EXALLC"	"Other malignant neoplasms of skin (ICD C excluded) (FinnGen)"	"CAN"	174006	10382	184388	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_OTHER_SKIN_EXALLC_FinnGen_FinnGenR5_1"
"C3_OVARY_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_OVARY"	"Malignant neoplasm of ovary (FinnGen)"	"CAN"	122860	719	123579	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_OVARY_FinnGen_FinnGenR5_1"
"C3_OVARY_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_OVARY_EXALLC"	"Malignant neoplasm of ovary (ICD C excluded) (FinnGen)"	"CAN"	99321	719	100040	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_OVARY_EXALLC_FinnGen_FinnGenR5_1"
"C3_PANCREAS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_PANCREAS"	"Malignant neoplasm of pancreas (FinnGen)"	"CAN"	218187	605	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_PANCREAS_FinnGen_FinnGenR5_1"
"C3_PANCREAS_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_PANCREAS_EXALLC"	"Malignant neoplasm of pancreas (ICD C excluded) (FinnGen)"	"CAN"	174006	605	174611	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_PANCREAS_EXALLC_FinnGen_FinnGenR5_1"
"C3_PROSTATE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_PROSTATE"	"Malignant neoplasm of prostate (FinnGen)"	"CAN"	88902	6311	95213	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_PROSTATE_FinnGen_FinnGenR5_1"
"C3_PROSTATE_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_PROSTATE_EXALLC"	"Malignant neoplasm of prostate (ICD C excluded) (FinnGen)"	"CAN"	74685	6311	80996	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_PROSTATE_EXALLC_FinnGen_FinnGenR5_1"
"C3_RECTOSIGMOID_JUNCTION_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_RECTOSIGMOID_JUNCTION"	"Malignant neoplasm of rectosigmoid junction (FinnGen)"	"CAN"	218594	198	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_RECTOSIGMOID_JUNCTION_FinnGen_FinnGenR5_1"
"C3_RECTOSIGMOID_JUNCTION_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_RECTOSIGMOID_JUNCTION_EXALLC"	"Malignant neoplasm of rectosigmoid junction (all cancers excluded) (FinnGen)"	"CAN"	174006	198	174204	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_RECTOSIGMOID_JUNCTION_EXALLC_FinnGen_FinnGenR5_1"
"C3_RECTUM_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_RECTUM"	"Malignant neoplasm of rectum (FinnGen)"	"CAN"	217714	1078	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_RECTUM_FinnGen_FinnGenR5_1"
"C3_RECTUM_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_RECTUM_EXALLC"	"Malignant neoplasm of rectum (ICD C excluded) (FinnGen)"	"CAN"	174006	1078	175084	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_RECTUM_EXALLC_FinnGen_FinnGenR5_1"
"C3_RESPIRATORY_INTRATHORACIC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_RESPIRATORY_INTRATHORACIC"	"Malignant neoplasm of respiratory system and intrathoracic organs (FinnGen)"	"CAN"	216718	2074	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_RESPIRATORY_INTRATHORACIC_FinnGen_FinnGenR5_1"
"C3_RESPIRATORY_INTRATHORACIC_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_RESPIRATORY_INTRATHORACIC_EXALLC"	"Malignant neoplasm of respiratory system and intrathoracic organs (ICD C excluded) (FinnGen)"	"CAN"	173985	2074	176059	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_RESPIRATORY_INTRATHORACIC_EXALLC_FinnGen_FinnGenR5_1"
"C3_SCLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SCLC"	"Small cell lung cancer (FinnGen)"	"CAN"	218613	179	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SCLC_FinnGen_FinnGenR5_1"
"C3_SCLC_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SCLC_EXALLC"	"Small cell lung cancer (all cancers excluded) (FinnGen)"	"CAN"	174006	179	174185	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SCLC_EXALLC_FinnGen_FinnGenR5_1"
"C3_SECONDARY_NAS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SECONDARY_NAS"	"Secondary malignant neoplasm of other and unspecified sites (FinnGen)"	"CAN"	218653	139	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SECONDARY_NAS_FinnGen_FinnGenR5_1"
"C3_SECONDARY_NAS_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SECONDARY_NAS_EXALLC"	"Secondary malignant neoplasm of other and unspecified sites (all cancers excluded) (FinnGen)"	"CAN"	174006	139	174145	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SECONDARY_NAS_EXALLC_FinnGen_FinnGenR5_1"
"C3_SECONDARY_WITHOUT_SITESPEC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SECONDARY_WITHOUT_SITESPEC"	"Malignant neoplasm, without specification of site (FinnGen)"	"CAN"	218392	400	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SECONDARY_WITHOUT_SITESPEC_FinnGen_FinnGenR5_1"
"C3_SECONDARY_WITHOUT_SITESPEC_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SECONDARY_WITHOUT_SITESPEC_EXALLC"	"Malignant neoplasm, without specification of site (other cancers excluded from controls) (FinnGen)"	"CAN"	174006	400	174406	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SECONDARY_WITHOUT_SITESPEC_EXALLC_FinnGen_FinnGenR5_1"
"C3_SKIN_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SKIN"	"Malignant neoplasm of skin (FinnGen)"	"CAN"	208408	10384	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SKIN_FinnGen_FinnGenR5_1"
"C3_SKIN_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SKIN_EXALLC"	"Malignant neoplasm of skin (ICD C excluded) (FinnGen)"	"CAN"	174006	10384	184390	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SKIN_EXALLC_FinnGen_FinnGenR5_1"
"C3_SMALL_INTESTINE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SMALL_INTESTINE"	"Malignant neoplasm of small intestine (FinnGen)"	"CAN"	218540	252	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SMALL_INTESTINE_FinnGen_FinnGenR5_1"
"C3_SMALL_INTESTINE_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SMALL_INTESTINE_EXALLC"	"Malignant neoplasm of small intestine (other cancers excluded from controls) (FinnGen)"	"CAN"	174006	252	174258	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SMALL_INTESTINE_EXALLC_FinnGen_FinnGenR5_1"
"C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS"	"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (FinnGen)"	"CAN"	218594	198	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_FinnGen_FinnGenR5_1"
"C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC"	"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (all cancers excluded) (FinnGen)"	"CAN"	174006	198	174204	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC_FinnGen_FinnGenR5_1"
"C3_STOMACH_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_STOMACH"	"Malignant neoplasm of stomach (FinnGen)"	"CAN"	218159	633	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_STOMACH_FinnGen_FinnGenR5_1"
"C3_STOMACH_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_STOMACH_EXALLC"	"Malignant neoplasm of stomach (other cancers excluded from controls) (FinnGen)"	"CAN"	174006	633	174639	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_STOMACH_EXALLC_FinnGen_FinnGenR5_1"
"C3_TESTIS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_TESTIS"	"Malignant neoplasm of testis (FinnGen)"	"CAN"	95014	199	95213	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_TESTIS_FinnGen_FinnGenR5_1"
"C3_TESTIS_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_TESTIS_EXALLC"	"Malignant neoplasm of testis (other cancers excluded from controls) (FinnGen)"	"CAN"	74685	199	74884	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_TESTIS_EXALLC_FinnGen_FinnGenR5_1"
"C3_THYROID_GLAND_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_THYROID_GLAND"	"Malignant neoplasm of thyroid gland (FinnGen)"	"CAN"	217803	989	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_THYROID_GLAND_FinnGen_FinnGenR5_1"
"C3_THYROID_GLAND_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_THYROID_GLAND_EXALLC"	"Malignant neoplasm of thyroid gland (ICD C excluded) (FinnGen)"	"CAN"	174006	989	174995	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_THYROID_GLAND_EXALLC_FinnGen_FinnGenR5_1"
"C3_UNCERTAIN_SECONDARY_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_UNCERTAIN_SECONDARY"	"Secondary uncertain malignant neoplasm (FinnGen)"	"CAN"	217192	1600	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_UNCERTAIN_SECONDARY_FinnGen_FinnGenR5_1"
"C3_UNCERTAIN_SECONDARY_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_UNCERTAIN_SECONDARY_EXALLC"	"Secondary uncertain malignant neoplasm (ICD C excluded) (FinnGen)"	"CAN"	174006	1600	175606	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_UNCERTAIN_SECONDARY_EXALLC_FinnGen_FinnGenR5_1"
"C3_URINARY_TRACT_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_URINARY_TRACT"	"Malignant neoplasm of urinary organs (FinnGen)"	"CAN"	216624	2168	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_URINARY_TRACT_FinnGen_FinnGenR5_1"
"C3_URINARY_TRACT_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_URINARY_TRACT_EXALLC"	"Malignant neoplasm of urinary organs (ICD C excluded) (FinnGen)"	"CAN"	174006	2168	176174	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_URINARY_TRACT_EXALLC_FinnGen_FinnGenR5_1"
"C3_VULVA_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_VULVA"	"Malignant neoplasm of vulva (FinnGen)"	"CAN"	123454	125	123579	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_VULVA_FinnGen_FinnGenR5_1"
"C3_VULVA_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"C3_VULVA_EXALLC"	"Malignant neoplasm of vulva (all cancers excluded) (FinnGen)"	"CAN"	99321	125	99446	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"C3_VULVA_EXALLC_FinnGen_FinnGenR5_1"
"CAMPYLOENTERITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CAMPYLOENTERITIS"	"Campylobacter enteritis (FinnGen)"	"INF"	216071	346	216417	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CAMPYLOENTERITIS_FinnGen_FinnGenR5_1"
"CARDIAC_ARRHYTM_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CARDIAC_ARRHYTM"	"Cardiac arrhytmias, COPD co-morbidities (FinnGen)"	"OTH"	139739	32416	172155	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CARDIAC_ARRHYTM_FinnGen_FinnGenR5_1"
"CD2_BENIGN_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN"	"Benign neoplasms (FinnGen)"	"CAN"	166408	52384	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_FinnGen_FinnGenR5_1"
"CD2_BENIGN_ADRENAL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_ADRENAL"	"Benign neoplasm: Adrenal gland (FinnGen)"	"CAN"	218067	725	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_ADRENAL_FinnGen_FinnGenR5_1"
"CD2_BENIGN_ADRENAL_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_ADRENAL_EXALLC"	"Benign neoplasm: Adrenal gland (ICD C excluded) (FinnGen)"	"CAN"	180264	725	180989	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_ADRENAL_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_ANUS_ANAL_CANAL_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_ANUS_ANAL_CANAL"	"Benign neoplasm: Anus and anal canal (FinnGen)"	"CAN"	218422	370	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_ANUS_ANAL_CANAL_FinnGen_FinnGenR5_1"
"CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC"	"Benign neoplasm: Anus and anal canal (ICD C excluded) (FinnGen)"	"CAN"	180525	370	180895	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_APPENDIX_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_APPENDIX"	"Benign neoplasm: Appendix (FinnGen)"	"CAN"	218670	122	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_APPENDIX_FinnGen_FinnGenR5_1"
"CD2_BENIGN_APPENDIX_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_APPENDIX_EXALLC"	"Benign neoplasm: Appendix (all cancers excluded) (FinnGen)"	"CAN"	180688	122	180810	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_APPENDIX_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_ASCENDING_COLON_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_ASCENDING_COLON"	"Benign neoplasm: Ascending colon (FinnGen)"	"CAN"	217519	1273	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_ASCENDING_COLON_FinnGen_FinnGenR5_1"
"CD2_BENIGN_ASCENDING_COLON_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_ASCENDING_COLON_EXALLC"	"Benign neoplasm: Ascending colon (ICD C excluded) (FinnGen)"	"CAN"	179970	1273	181243	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_ASCENDING_COLON_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BLADDER_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BLADDER"	"Benign neoplasm: Bladder (FinnGen)"	"CAN"	218683	109	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BLADDER_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BLADDER_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BLADDER_EXALLC"	"Benign neoplasm: Bladder (all cancers excluded) (FinnGen)"	"CAN"	180709	109	180818	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BLADDER_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_CARTILAGE_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_CARTILAGE"	"Benign neoplasm of bone and articular cartilage (FinnGen)"	"CAN"	217602	1190	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_CARTILAGE_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_CARTILAGE_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_CARTILAGE_EXALLC"	"Benign neoplasm of bone and articular cartilage (ICD C excluded) (FinnGen)"	"CAN"	179822	1190	181012	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_CARTILAGE_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_CARTILAGE_NOS_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_CARTILAGE_NOS"	"Benign neoplasm: Bone and articular cartilage, unspecified (FinnGen)"	"CAN"	218700	92	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_CARTILAGE_NOS_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_CARTILAGE_NOS_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_CARTILAGE_NOS_EXALLC"	"Benign neoplasm: Bone and articular cartilage, unspecified (all cancers excluded) (FinnGen)"	"CAN"	180686	92	180778	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_CARTILAGE_NOS_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_LONG_LOWER_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_LONG_LOWER"	"Benign neoplasm: Long bones of lower limb (FinnGen)"	"CAN"	218349	443	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_LONG_LOWER_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_LONG_LOWER_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_LONG_LOWER_EXALLC"	"Benign neoplasm: Long bones of lower limb (ICD C excluded) (FinnGen)"	"CAN"	180405	443	180848	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_LONG_LOWER_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_SCAPULA_LONG_UPPER"	"Benign neoplasm: Scapula and long bones of upper limb (FinnGen)"	"CAN"	218667	125	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_EXALLC"	"Benign neoplasm: Scapula and long bones of upper limb (all cancers excluded) (FinnGen)"	"CAN"	180657	125	180782	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_EXALLC_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_SHORT_LOWER_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_SHORT_LOWER"	"Benign neoplasm: Short bones of lower limb (FinnGen)"	"CAN"	218664	128	218792	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_SHORT_LOWER_FinnGen_FinnGenR5_1"
"CD2_BENIGN_BONE_SHORT_LOWER_EXALLC_FinnGen_FinnGenR5_1-hg38.tsv.gz"	"FinnGen"	2020	"FinnGenR5"	"CD2_BENIGN_BONE_SHORT_LOWER_EXALLC"	"Benign neoplasm: Short bones of lower limb (all cancers excluded) (FinnGen)"	"CAN"	180650	128	180778	NA	"Illumina and Affymetrix"	"European (Finnish)"	"FinnGen"	"CD2_BENIGN_BONE_SHORT_LOWER_EXALLC_FinnGen_FinnGenR5_1"
